id,recipient,jurisdiction,state,ein,type,amount,fips_code,fips
982,"TOWN OF EAST GREENWICH
PO BOX 111, 125 MAIN ST.
EAST GREENWICH, RI 02818",East Greenwich,RI,05-6000122,LOCAL GOVERNMENT,5676,NA,NA
983,"CITY OF EAST PROVIDENCE
145 TAUNTON AVENUE
EAST PROVIDENCE, RI 02914",East Providence,RI,05-6000126,LOCAL GOVERNMENT,24728,NA,NA
984,"TOWN OF MIDDLETOWN
350 EAST MAIN ROAD
MIDDLETOWN, RI 02842",Middletown,RI,05-6000235,LOCAL GOVERNMENT,8260,NA,NA
985,"TOWN OF NARRAGANSETT
25 FIFTH AVE.
NARRAGANSETT, RI 02882",Narragansett,RI,05-6000251,LOCAL GOVERNMENT,8148,NA,NA
986,"CITY OF NEWPORT
43 BROADWAY
NEWPORT, RI 02840",Newport,RI,05-6000260,LOCAL GOVERNMENT,15752,NA,44005 
987,"TOWN OF NORTH KINGSTOWN							
100 FAIRWAY DRIVE							
NORTH KINGSTOWN, RI 02852",North Kingstown,RI,05-6000271,LOCAL GOVERNMENT,10008,NA,NA
988,"TOWN OF NORTH PROVIDENCE							
2000 SMITH STREET							
NORTH PROVIDENCE, RI 02911",North Providence,RI,05-6000277,LOCAL GOVERNMENT,20324,NA,NA
989,"CITY OF PAWTUCKET
137 ROOSEVELT AVE
PAWTUCKET, RI 02860",Pawtucket,RI,05-6000307,LOCAL GOVERNMENT,64503,NA,NA
990,"TOWN OF PORTSMOUTH, RI
2200 EAST MAIN RD
PORTSMOUTH, RI 02871",Portsmouth,RI,05-6000320,LOCAL GOVERNMENT,6740,NA,NA
991,"CITY OF PROVIDENCE
25 DORRANCE STREET
PROVIDENCE, RI 02822",Providence,RI,05-6000329,LOCAL GOVERNMENT,165090,NA,44007 
992,"TOWN OF SMITHFIELD
926 VILLAGE RD
SMITHFIELD, ME 04978",Smithfield,RI?,NA,LOCAL GOVERNMENT,7070,NA,NA
993,"TOWN OF SMITHFIELD
83 GREEN STREET
NORTH SMITHFIELD, RI 02896",North Smithfield,RI,05-6000282,LOCAL GOVERNMENT,7465,NA,NA
994,"TOWN OF SOUTH KINGSTOWN
180 HIGH STREET
WAKEFIELD, RI 02879",South Kingstown,RI,05-6000519,LOCAL GOVERNMENT,15162,NA,NA
995,"TOWN OF BRISTOL - BOARD OF
CANVASSERS - 10 COURT ST. -
BRISTOL, RI 02809",Bristol,RI,05-6000040,LOCAL GOVERNMENT,9233,NA,44001 
996,"TOWN OF JOHNSTON							
1385 HARTFORD AVENUE							
JOHNSTON, RI 02919",Johnston,RI,05-6000209,LOCAL GOVERNMENT,13845,NA,NA
997,"TOWN OF LINCOLN							
29 MAIN ST							
LINCOLN, ME 04457",Lincoln,RI?,NA,LOCAL GOVERNMENT,11305,NA,NA
998,"TIVERTON
343 HIGHLAND RD
TIVERTON, RI 02878",Tiverton,RI,05-6000534,LOCAL GOVERNMENT,6388,NA,NA
999,"WARREN
514 MAIN STREET
WARREN, RI 02885",Warren,RI,05-6000560,LOCAL GOVERNMENT,20000,NA,NA
1000,"CITY OF WARWICK
3275 POST ROAD
WARWICK, RI 02886",Warwick,RI,05-6000562,LOCAL GOVERNMENT,39333,NA,NA
1001,"TOWN OF WEST WARWICK
1170 MAIN STREET
WEST WARWICK, RI 02893",West Warwick,RI,05-6000583,LOCAL GOVERNMENT,15929,NA,NA
1002,"TOWN OF WESTERLY
45 BROAD ST
WESTERLY, RI 02891",Westerly,RI,05-6000576,LOCAL GOVERNMENT,10698,NA,NA
1003,"CITY OF WOONSOCKET
PO BOX B
WOONSOCKET, RI 02895",Woonsocket,RI,05-6000587,LOCAL GOVERNMENT,31395,NA,NA
1004,"ANDERSON COUNTY, SC
101 SOUTH MAIN STREET
ANDERSON, SC 29624",Anderson,SC,57-6000303,COUNTY GOVERNMENT,116044,NA,45007 
1005,"ABBEVILLE COUNTY TREASURER VOTERS							
REGISTRATION AND ELECTIONS - 903							
W. GREENWOOD STREET, SUITE 1300 -							
ABBEVILLE, SC 29620",Abbeville,SC,NA,COUNTY GOVERNMENT,20480,NA,45001 
1006,"AIKEN COUNTY VOTER REGISTRATION							
AND ELECTIONS - PO BOX 3127 -							
AIKEN, SC 29802",Aiken,SC,57-6000299,COUNTY GOVERNMENT,111731,NA,45003 
1007,"ALLENDALE COUNTY VOTER
REGISTRATION & ELECTIONS - 158
MCNAIR STREET - ALLENDALE, SC
29810",Allendale,SC,NA,COUNTY GOVERNMENT,12557,NA,45005 
1008,"BAMBERG COUNTY DEPARTMENT OF
ELECTIONS - 1234 NORTH STREET -
BAMBERG, SC 29003",Bamberg,SC,57-6000305,COUNTY GOVERNMENT,16597,NA,45009 
1009,"BOARD OF VOTER REGISTRATION &
ELECTIONS OF BARNWELL COUNTY -
P.O. BOX 668 - BARNWELL, SC 29812",Barnwell,SC,57-6000307,COUNTY GOVERNMENT,5144,NA,45011 
1010,"BOARD OF VOTER REGISTRATION AND
ELECTIONS OF BEAUFORT COUNTY - P.
O. DRAWER 1228 - BEAUFORT, SC
29901",Beaufort,SC,57-6000311,COUNTY GOVERNMENT,117950,NA,45013 
1011,"BERKELEY COUNTY
PO BOX 6122
MONCKS CORNER, SC 29461",Berkeley,SC,57-6000312,COUNTY GOVERNMENT,539640,NA,45015 
1012,"CALHOUN COUNTY
301 S COUNTY RD
HARDIN, IL 62047",Calhoun,SC,NA,COUNTY GOVERNMENT,11640,NA,45017 
1013,"CHARLESTON COUNTY TREASURER
101 MEETING ST., SUITE 240
CHARLESTON, SC 29401",Charleston,SC,NA,COUNTY GOVERNMENT,695000,NA,45019 
1014,"CHEROKEE COUNTY							
110 RAILROAD AVE							
GAFFNEY, SC 29340",Cherokee,SC,57-6000325,COUNTY GOVERNMENT,40195,NA,45021 
1015,"CHESTER COUNTY							
1476 JA COCHRAN BYPASS							
CHESTER, SC 29706",Chester,SC,57-6000331,COUNTY GOVERNMENT,28578,NA,45023 
1016,"CHESTERFIELD COUNTY BOARD OF
ELECTIONS AND VOTER REGISTRATION -
205 W MAIN STREET - CHESTERFIELD,
SC 29709",Chesterfield,SC,57-6000334,COUNTY GOVERNMENT,36225,NA,45025 
1017,"CLARENDON COUNTY
411 SUNSET DRIVE
MANNING, SC 29102",Clarendon,SC,57-6000337,COUNTY GOVERNMENT,102373,NA,45027 
1018,"COLLETON COUNTY
PO BOX 8
WALTERBORO, SC 29488",Colleton,SC,57-6000339,COUNTY GOVERNMENT,32994,NA,45029 
1019,"DARLINGTON COUNTY
1 PUBLIC SQ, ROOM 210
DARLINGTON, SC 29550",Darlington,SC,57-6000340,COUNTY GOVERNMENT,58978,NA,45031 
1020,"DILLON COUNTY
PO BOX 449
DILLON, SC 29536",Dillon,SC,57-6000342,COUNTY GOVERNMENT,34163,NA,45033 
1021,"DORCHESTER COUNTY
201 JOHNSTON ST.
GEORGE, SC 29477",Dorchester,SC,57-6000344,COUNTY GOVERNMENT,581000,NA,45035 
1022,"EDGEFIELD COUNTY GOVERNMENT
124 COURTHOUSE SQUARE
EDGEFIELD, SC 29824",Edgefield,SC,57-0515034,COUNTY GOVERNMENT,9716,NA,45037 
1023,"FAIRFIELD COUNTY							
PO BOX 600							
WINNSBORO, SC 29180",Fairfield,SC,57-6000347,COUNTY GOVERNMENT,25305,NA,45039 
1024,"FLORENCE COUNTY							
180 N. IRBY STREET, MSC-G							
FLORENCE, SC 29501",Florence,SC,57-6000351,COUNTY GOVERNMENT,103355,NA,45041 
1025,"GREENVILLE COUNTY TREASURER
301 UNIVERSITY RIDGE
GREENVILLE, SC 29601",Greenville,SC,57-6000356,COUNTY GOVERNMENT,660000,NA,45045 
1026,"HAMPTON COUNTY GOVERNMENT
200 JACKSON AVENUE EAST
HAMPTON, SC 29924",Hampton,SC,57-6000369,COUNTY GOVERNMENT,19406,NA,45049 
1027,"HORRY COUNTY GOVERNMENT
317 16TH AVENUE SOUTH
SURFSIDE BEACH, SC 29575",Horry,SC,57-6000365,COUNTY GOVERNMENT,185472,NA,45051 
1028,"RIDGELAND
P O BOX 1149
RIDGELAND, SC 29936",Ridgeland,SC,57-6000366,COUNTY GOVERNMENT,27142,NA,NA
1029,"KERSHAW COUNTY
PO BOX 622
CAMDEN, SC 29020",Kershaw,SC,57-6000368,COUNTY GOVERNMENT,42935,NA,45055 
1030,"LAURENS COUNTY
PO BOX 769
LAURENS, SC 29360",Laurens,SC,57-6000372,COUNTY GOVERNMENT,45261,NA,45059 
1031,"LEE COUNTY TREASURER
P.O. BOX 427
BISHOPVILLE, SC 29010",Lee,SC,57-6000376,COUNTY GOVERNMENT,19943,NA,45061 
1032,"MARION COUNTY VOTER REGISTRATION							
AND ELECTIONS - P.O. BOX 1898 -							
MARION, SC 29571",Marion,SC,57-6000384,COUNTY GOVERNMENT,33481,NA,45067 
1033,"MARLBORO COUNTY							
PO BOX 419							
BENNETTSVILLE, SC 29512",Marlboro,SC,57-6000386,COUNTY GOVERNMENT,30086,NA,45069 
1034,"MCCORMICK COUNTY
610 S MINE STREET
MCCORMICK, SC 29835",McCormick,SC,57-6000381,COUNTY GOVERNMENT,10663,NA,45065 
1035,"OCONEE COUNTY
415 S PINE ST
WALHALLA, SC 29691",Oconee,SC,57-6000391,COUNTY GOVERNMENT,27000,NA,45073 
1036,"ORANGEBURG COUNTY
2180 PINERIDGE ST.
ORANGEBURG, SC 29118",Orangeburg,SC,57-6000775,COUNTY GOVERNMENT,217500,NA,45075 
1037,"PICKENS COUNTY TREASURER
222 MCDANIEL AVENUE B-4
PICKENS, SC 29642",Pickens,SC,57-6000395,COUNTY GOVERNMENT,65692,NA,45077 
1038,"RICHLAND COUNTY
103 WEST MAIN ST.
OLNEY, IL 62450",Richland,SC?,NA,COUNTY GOVERNMENT,730000,NA,NA
1039,"SPARTANBURG COUNTY
PO BOX 5807
SPARTANBURG, SC 29304",Spartanburg,SC,57-6000401,COUNTY GOVERNMENT,193338,NA,45083 
1040,"SUMTER COUNTY GOVERNMENT
13 E. CANAL ST.
SUMTER, SC 29150",Sumter,SC,57-6000405,COUNTY GOVERNMENT,110527,NA,45085 
1041,"UNION							
1246 S DUNCAN BYPASS							
UNION, SC 29379",Union,SC,57-6000408,COUNTY GOVERNMENT,22874,NA,45087 
1042,"WILLIAMSBURG COUNTY							
PO BOX 150							
KINGSTREE, SC 29556",Williamsburg,SC,57-6000412,COUNTY GOVERNMENT,100518,NA,45089 
1043,"YORK COUNTY TREASURER
6 S CONGRESS STREET, SUITE 1201
YORK, SC 29745",York,SC,57-6000418,COUNTY GOVERNMENT,143356,NA,45091 
1044,"BEADLE COUNTY
450 3RD ST SW STE 201
HURON, SD 57350",Beadle,SD,46-6000220,COUNTY GOVERNMENT,9668,NA,46005 
1045,"BROWN COUNTY, SOUTH DAKOTA
25 MARKET ST SUITE 1
ABERDEEN, SD 57401",Brown,SD,46-6000011,COUNTY GOVERNMENT,19975,NA,46013 
1046,"CLAY COUNTY
211 W MAIN ST STE 200
VERMILLION, SD 57069",Clay,SD,46-6000501,COUNTY GOVERNMENT,9648,NA,46027 
1047,"CODINGTON COUNTY AUDITOR
14 1ST AVE SE, ROOM 109
WATERTOWN, SD 57201",Codington,SD,46-6000516,COUNTY GOVERNMENT,12549,NA,46029 
1048,"DAVISON COUNTY TREASURER
200 E 4TH AVE
MITCHELL, SD 57301",Davison,SD,46-6000307,COUNTY GOVERNMENT,9057,NA,46035 
1049,"HUGHES COUNTY
104 E CAPITOL AVE
PIERRE, SD 57501",Hughes,SD,46-6000357,COUNTY GOVERNMENT,9244,NA,46065 
1050,"LINCOLN COUNTY							
PO BOX 340							
LINCOLNTON, GA 30817",Lincoln,SD?,NA,COUNTY GOVERNMENT,14438,NA,NA
1051,"MEADE COUNTY AUDITOR							
1300 SHERMAN STREET #126							
STURGIS, SD 57785",Meade,SD,46-6000477,COUNTY GOVERNMENT,12132,NA,46093 
1052,"MINNEHAHA COUNTY
415 N DAKOTA AVENUE
SIOUX FALLS, SD 57104",Minnehaha,SD,46-6000426,COUNTY GOVERNMENT,91266,NA,46099 
1053,"PENNINGTON COUNTY
130 KANSAS CITY STREET STE 230
RAPID CITY, SD 57701",Pennington,SD,46-6000381,COUNTY GOVERNMENT,56487,NA,46103 
1054,"ROBERTS COUNTY
411 2ND AVENUE EAST
SISSETON, SD 57262",Roberts,SD,46-6000461,COUNTY GOVERNMENT,7335,NA,46109 
1055,"UNION COUNTY AUDITOR
209 E MAIN ST., SUITE 200
ELK POINT, SD 57025",Union,SD,46-6000141,COUNTY GOVERNMENT,5518,NA,46127 
1056,"YANKTON COUNTY
321 W. 3RD ST., SUITE 100
YANKTON, SD 57078",Yankton,SD,46-6000569,COUNTY GOVERNMENT,12352,NA,46135 
1057,"DAVIDSON COUNTY
1417 MURFREESBORO PIKE
NASHVILLE, TN 37127",Davidson,TN,62-0694743,COUNTY GOVERNMENT,382962,NA,47037 
1058,"AUSTIN COUNTY
PO BOX 128
BELLVILLE, TX 77418",Austin,TX,74-6000341,COUNTY GOVERNMENT,18158,NA,48015 
1059,"BAILEY COUNTY							
300 S 1ST ST, STE 200							
MULESHOE, TX 79347",Bailey,TX,75-6000823,COUNTY GOVERNMENT,5231,NA,48017 
1060,"BANDERA COUNTY ELECTIONS							
DEPARTMENT - PO BOX 1882 -							
BANDERA, TX 78003",Bandera,TX,74-6000216,COUNTY GOVERNMENT,13596,NA,48019 
1061,"BASTROP COUNTY ELECTIONS
DEPARTMENT - 804 PECAN STREET -
BASTROP, TX 78602",Bastrop,TX,74-6000226,COUNTY GOVERNMENT,46571,NA,48021 
1062,"BEEVILLE COUNTY ELECTIONS
ADMINISTRATION - 107 S. ST. MARY'S
ST. - BEEVILLE, TX 78102",Beeville,TX,74-6000327,COUNTY GOVERNMENT,62178,NA,NA
1063,"BEXAR COUNTY, TEXAS
1103 S. FRIO
SAN ANTONIO, TX 78207",Bexar,TX,74-6000836,COUNTY GOVERNMENT,1909242,NA,48029 
1064,"BLANCO COUNTY
P. O. BOX 471
JOHNSON CITY, TX 78636",Blanco,TX,74-6001460,COUNTY GOVERNMENT,5859,NA,48031 
1065,"BOSQUE COUNTY
PO BOX 647
MERIDIAN, TX 76665",Bosque,TX,74-6001721,COUNTY GOVERNMENT,10612,NA,48035 
1066,"BROOKS COUNTY
203 CALIXTO MORA AVE
FALFURRIAS, TX 78355",Brooks,TX,NA,COUNTY GOVERNMENT,9222,NA,48047 
1067,"BURLESON COUNTY
100 W. BUCK STREET
CALDWELL, TX 77836",Burleson,TX,74-6000467,COUNTY GOVERNMENT,11331,NA,48051 
1068,"CALHOUN COUNTY ELECTIONS OFFICE							
211 S. ANN ST. SUITE 103							
PORT LAVACA, TX 77979",Calhoun,TX,74-6001923,COUNTY GOVERNMENT,20304,NA,48057 
1069,"CALLAHAN CO GRANT FUND M/M							
100 WEST 4TH ST STE 100							
BAIRD, TX 79504",Callahan,TX,75-6000841,COUNTY GOVERNMENT,7161,NA,48059 
1070,"CAMERON COUNTY
1150 E. MADISON ST
BROWNSVILLE, TX 78520",Cameron,TX,74-6000420,COUNTY GOVERNMENT,1853729,NA,48061 
1071,"CAMP COUNTY
115 ML KING JR AVE SUITE G
PITTSBURG, TX 75686",Camp,TX,75-6000845,COUNTY GOVERNMENT,10200,NA,48063 
1072,"CHAMBERS COUNTY
P O BOX 522
ANAHUAC, TX 77514",Chambers,TX,74-6000036,COUNTY GOVERNMENT,13786,NA,48071 
1073,"COLEMAN COUNTY ELECTIONS
100 W. LIVEOAK STREET, SUITE 105
COLEMAN, TX 76834",Coleman,TX,75-6000870,COUNTY GOVERNMENT,5220,NA,48083 
1074,"GAINESVILLE
101 S. DIXON ST.
GAINESVILLE, TX 76240",Cooke,TX,75-6000885,COUNTY GOVERNMENT,10830,NA,48097 
1075,"COUNTY OF SABINE
280 MAIN STREET BOX 102
HEMPHILL, TX 75948",Sabine,TX,75-6001136,COUNTY GOVERNMENT,6957,NA,48403 
1076,"DALLAS COUNTY ELECTIONS
1201 ELM ST.
DALLAS, TX 75270",Dallas,TX,75-6000905,COUNTY GOVERNMENT,15130433,NA,48113 
1077,"DIMMIT COUNTY							
103 N. 5TH STREET							
CARRIZO SPRINGS, TX 78834",Dimmit,TX,74-6000495,COUNTY GOVERNMENT,12758,NA,48127 
1078,"DUVAL COUNTY							
PO BOX 427							
SAN DIEGO, TX 78384",Duval,TX,74-6002226,COUNTY GOVERNMENT,14831,NA,48131 
1079,"EASTLAND COUNTY
100 WEST MAIN STREET SUITE 104
EASTLAND, TX 76448",Eastland,TX,75-6000932,COUNTY GOVERNMENT,13187,NA,48133 
1080,"EL PASO COUNTY
800 E. OVERLAND, ROOM 406
EL PASO, TX 79901",El Paso,TX,74-6000762,COUNTY GOVERNMENT,840157,NA,48141 
1081,"ELLIS COUNTY
109 S. JACKSON STREET
WAXAHACHIE, TX 75165",Ellis,TX,75-6000935,COUNTY GOVERNMENT,86424,NA,48139 
1082,"FAYETTE COUNTY
119 W COLORADO
LA GRANGE, TX 78945",Fayette,TX,74-6001544,COUNTY GOVERNMENT,14832,NA,48149 
1083,"FLOYD COUNTY
101 S MAIN ST, STE 302
CHARLES CITY, IA 50616",Floyd,TX,NA,COUNTY GOVERNMENT,5562,NA,48153 
1084,"FORT BEND COUNTY
301 JACKSON
RICHMOND, TX 77469",Fort Bend,TX,74-6001969,COUNTY GOVERNMENT,506500,NA,48157 
1085,"FRANKLIN COUNTY
PO BOX 989
MT. VERNON, TX 75457",Franklin,TX,75-6000955,COUNTY GOVERNMENT,5222,NA,48159 
1086,"GILLESPIE COUNTY							
PO BOX 351							
FREDERICKSBURG, TX 78624",Gillespie,TX,74-6000878,COUNTY GOVERNMENT,15512,NA,48171 
1087,"GOLIAD COUNTY							
P.O. BOX 526							
GOLIAD, TX 77963",Goliad,TX,74-6000994,COUNTY GOVERNMENT,5745,NA,48175 
1088,"GRAY COUNTY - ELECTIONS
PO BOX 2493
PAMPA, TX 79066",Gray,TX,75-6000966,COUNTY GOVERNMENT,14180,NA,48179 
1089,"GRAYSON COUNTY (VOTER REGISTRAR)
115 W. HOUSTON
SHERMAN, TX 75090",Grayson,TX,75-6000969,COUNTY GOVERNMENT,72012,NA,48181 
1090,"GRIMES COUNTY
P.O. BOX 375
ANDERSON, TX 77830",Grimes,TX,74-6000041,COUNTY GOVERNMENT,19405,NA,48185 
1091,"HARRIS COUNTY
1001 PRESTON ST. SUIT 652
HOUSTON, TX 77002",Harris,TX,76-0454514,COUNTY GOVERNMENT,9663446,NA,48201 
1092,"HAYS COUNTY
712 S STAGECOACH TRAIL
SAN MARCOS, TX 78666",Hays,TX,74-6002241,COUNTY GOVERNMENT,165640,NA,48209 
1093,"HENDERSON COUNTY
125 N PRAIRIEVILLE ST
ATHENS, TX 75751",Henderson,TX,75-6001000,COUNTY GOVERNMENT,46788,NA,48213 
1094,"HIDALGO COUNTY
300 SHAKESPEARE STREET
LORDSBURG, NM 88045",Hidalgo,TX?,85-6000224,COUNTY GOVERNMENT,984362,NA,NA
1095,"HILL COUNTY							
P.O. BOX 671							
HILLSBORO, TX 76645",Hill,TX,74-6001091,COUNTY GOVERNMENT,9966,NA,48217 
1096,"HOPKINS COUNTY ELECTIONS							
PO BOX 288							
SULPHUR SPRINGS, TX 75482",Hopkins,TX,75-6001007,COUNTY GOVERNMENT,19952,NA,48223 
1097,"HOUSTON COUNTY TEXAS
401 E. GOLIAD, STE 204
CROCKETT, TX 75835",Houston,TX,75-6001011,COUNTY GOVERNMENT,18779,NA,48225 
1098,"HOWARD COUNTY
PO BOX 1949
BIG SPRING, TX 79721",Howard,TX,75-6001013,COUNTY GOVERNMENT,15375,NA,48227 
1099,"HUTCHINSON COUNTY CLERK
PO BOX 1186
STINNETT, TX 79083",Hutchinson,TX,75-6001022,COUNTY GOVERNMENT,12404,NA,48233 
1100,"JEFFERSON COUNTY, TEXAS
1149 PEARL ST
BEAUMONT, TX 77701",Jefferson,TX,74-6000291,COUNTY GOVERNMENT,218519,NA,48245 
1101,"KAUFMAN COUNTY ELECTIONS
100 NORTH WASHINGTON STREET
KAUFMAN, TX 75142",Kaufman,TX,75-6001036,COUNTY GOVERNMENT,67563,NA,48257 
1102,"PARIS
119 N. MAIN - ROOM B20
PARIS, TX 75460",Lamar,TX,75-6001047,COUNTY GOVERNMENT,29364,NA,48277 
1103,"LAMB COUNTY
100 6TH DRIVE
LITTLEFIELD, TX 79339",Lamb,TX,75-6001049,COUNTY GOVERNMENT,13485,NA,48279 
1104,"LIBERTY COUNTY ELECTIONS, KLINT							
BUSH - 1923 SAM HOUSTON STREET -							
LIBERTY TX, TX 77575",Liberty,TX,74-6001604,COUNTY GOVERNMENT,49032,NA,48291 
1105,"LIMESTONE COUNTY							
200 W STATE ST ROOM G5							
GROESBECK, TX 76642",Limestone,TX,74-6001017,COUNTY GOVERNMENT,18785,NA,48293 
1106,"LLANO COUNTY
P O BOX 367
LLANO, TX 78643",Llano,TX,74-6001626,COUNTY GOVERNMENT,11365,NA,48299 
1107,"LYNN COUNTY
P.O. BOX 636
TAHOKA, TX 79373",Lynn,TX,75-6001059,COUNTY GOVERNMENT,5373,NA,48305 
1108,"MADISON COUNTY ELECTIONS
103 W TRINITY STE 115
MADISONVILLE, TX 77864",Madison,TX,74-6001672,COUNTY GOVERNMENT,10930,NA,48313 
1109,"MAVERICK COUNTY
501 E. MAIN STREET, SUITE B
EAGLE PASS, TX 78852",Maverick,TX,74-6000702,COUNTY GOVERNMENT,47075,NA,48323 
1110,"MILAM COUNTY CLERK'S OFFICE
107 WESST MAIN ST
CAMERON, TX 76520",Milam,TX,74-6000481,COUNTY GOVERNMENT,6772,NA,48331 
1111,"MONTAGUE COUNTY
PO BOX 416
MONTAGUE, TX 76251",Montague,TX,75-6001078,COUNTY GOVERNMENT,9937,NA,48337 
1112,"MONTGOMERY COUNTY ELECTIONS
DEPARTMENT - PO BOX 2646 - CONROE,
TX 77305",Montgomery,TX,74-6000558,COUNTY GOVERNMENT,272180,NA,48339 
1113,"NUECES COUNTY							
901 LEOPARD ST.							
CORPUS CHRISTI, TX 78401",Nueces,TX,74-6000585,COUNTY GOVERNMENT,337608,NA,48355 
1114,"PALO PINTO COUNTY							
P O BOX 75							
PALO PINTO, TX 76484",Palo Pinto,TX,75-6001102,COUNTY GOVERNMENT,16232,NA,48363 
1115,"PARKER COUNTY POOLED CASH
PO BOX 639
WEATHERFORD, TX 76086",Parker,TX,75-6001109,COUNTY GOVERNMENT,52529,NA,48367 
1116,"POLK COUNTY CLERK
101 WEST MILL ST SUITE 265
LIVINGSTON, TX 77351",Polk,TX,74-6001221,COUNTY GOVERNMENT,27816,NA,48373 
1117,"POTTER COUNTY ELECTIONS
PO BOX 9618
AMARILLO, TX 79101",Potter,TX,75-6001115,COUNTY GOVERNMENT,87143,NA,48375 
1118,"REFUGIO COUNTY ELECTIONS
ADMINISTRATION OFFICE - 808
COMMERCE STREET - REFUGIO, TX
78377",Refugio,TX,74-6001959,COUNTY GOVERNMENT,17378,NA,48391 
1119,"ROCKWALL COUNTY
1589 EDMONDSON TRL
ROCKWALL, TX 75087",Rockwall,TX,75-6001129,COUNTY GOVERNMENT,41776,NA,48397 
1120,"RUNNELS COUNTY
600 STRONG AVE
BALLINGER, TX 76821",Runnels,TX,75-6001131,COUNTY GOVERNMENT,6944,NA,48399 
1121,"RUSK COUNTY ELECTIONS DEPARTMENT
115 N MAIN ST.
HENDERSON, TX 75652",Rusk,TX,75-6001133,COUNTY GOVERNMENT,34497,NA,48401 
1122,"SAN JACINTO COUNTY ELECTIONS							
DEPARTMENT - 51 E PINE AVE,. RM							
A-1 - COLDSPRING, TX 77331",San Jacinton,TX,74-6000525,COUNTY GOVERNMENT,15612,NA,NA
1123,"SAN PATRICIO COUNTY ELECTIONS							
400 W SINTON ST, B-7							
SINTON, TX 78387",San Patricio,TX,74-6002307,COUNTY GOVERNMENT,62235,NA,48409 
1124,"SOMERVELL COUNTY ELECTIONS
ADMINISTRATION - PO BOX 1355 -
GLEN ROSE, TX 76043",Somervell,TX,74-6045728,COUNTY GOVERNMENT,6009,NA,48425 
1125,"STEPHENS COUNTY
200 W WALKER
BRECKENRIDGE, TX 76424",Stephens,TX,75-6001157,COUNTY GOVERNMENT,6783,NA,48429 
1126,"SWISHER COUNTY TREASURER
119 S. MAXWELL
TULIA, TX 79088",Swisher,TX,75-6001168,COUNTY GOVERNMENT,6850,NA,48437 
1127,"TARRANT COUNTY
100 E WEATHERFORD ST 506
FORT WORTH, TX 76196",Tarrant,TX,75-6001170,COUNTY GOVERNMENT,1678523,NA,48439 
1128,"TERRY COUNTY
P.O. BOX 1067
BROWNFIELD, TX 79316",Terry,TX,75-6001176,COUNTY GOVERNMENT,11394,NA,48445 
1129,"TRAVIS COUNTY
PO BOX 1748
AUSTIN, TX 78767",Travis,TX,74-6000192,COUNTY GOVERNMENT,975167,NA,48453 
1130,"TYLER COUNTY
116 S CHARLTON
WOODVILLE, TX 75979",Tyler,TX,74-6002576,COUNTY GOVERNMENT,13484,NA,48457 
1131,"UPSHUR COUNTY TREASURER'S OFFICE							
P.O. BOX 730							
GILMER, TX 75644",Upshur,TX,75-6001187,COUNTY GOVERNMENT,20720,NA,48459 
1132,"UVALDE COUNTY							
16 COURTHOUSE SQUARE							
UVALDE, TX 78801",Uvalde,TX,74-6002422,COUNTY GOVERNMENT,23396,NA,48463 
1133,"VICTORIA COUNTY
101 N BRIDGE ST, RM 122
VICTORIA, TX 77901",Victoria,TX,74-6002445,COUNTY GOVERNMENT,79731,NA,48469 
1134,"WALLER COUNTY
836 AUSTIN STREET
HEMPSTED, TX 77445",Waller,TX,74-6001079,COUNTY GOVERNMENT,39106,NA,48473 
1135,"WASHINGTON COUNTY CLERK -
ELECTIONS - 100 E. MAIN, STE. 102
- BRENHAM, TX 77833",Washington,TX,74-6000408,COUNTY GOVERNMENT,22842,NA,48477 
1136,"WEBB COUNTY
5219 MCPHERSON RD
LAREDO, TX 78071",Webb,TX,74-6001587,COUNTY GOVERNMENT,2435169,NA,48479 
1137,"WILLIAMSON COUNTY
407 N  MONROE ST SUITE 119
MARION, IL 62959",Williamson,TX?,NA,COUNTY GOVERNMENT,263644,NA,NA
1138,"WILSON COUNTY
1420 3RD STREET
FLORESVILLE, TX 78114",Wilson,TX,74-6000850,COUNTY GOVERNMENT,33815,NA,48493 
1139,"QUITMAN
PO BOX 970
QUITMAN, TX 75783",Wood,TX,75-6001209,COUNTY GOVERNMENT,23671,NA,48499 
1140,"YOUNG COUNTY TREASURER							
623 ELM STREET							
GRAHAM, TX 76450",Young,TX,NA,COUNTY GOVERNMENT,10552,NA,48503 
1141,"CACHE COUNTY CORPORATION							
179 NORTH MAIN STREET STE 202							
LOGAN, UT 84321",Cache,UT,87-6000302,COUNTY GOVERNMENT,53946,NA,49005 
1142,"UTAH COUNTY GOVERNMENT
100 EAST CENTER STREET
PROVO, UT 84606",Utah,UT,87-6000312,COUNTY GOVERNMENT,241665,NA,49049 
1143,"TOWN OF BENNINGTON
205 SOUTH STREET
BENNINGTON, VT 05201",Bennington,VT,03-6000370,LOCAL GOVERNMENT,6694,NA,50003 
1144,"TOWN OF BRATTLEBORO
230 MAIN ST.
BRATTLEBORO, VT 05301",Brattleboro,VT,03-6000393,LOCAL GOVERNMENT,5586,NA,NA
1145,"CITY OF BURLINGTON
149 CHURCH STREET
BURLINGTON, VT 05401",Burlington,VT,03-6000410,LOCAL GOVERNMENT,29703,NA,NA
1146,"TOWN OF COLCHESTER
781 BLAKELY RD
COLCHESTER, VT 05446",Colchester,VT,03-6000434,LOCAL GOVERNMENT,8454,NA,NA
