"countyfips"	"sort"	"popch2023"	"pop_pctch2023"	"nat2023"	"int_mig2023"	"dom_mig2023"	"STNAME"	"CTYNAME"	"ESTIMATESBASE2020"	"POPESTIMATE2023"	"bach19"	"bach22"	"pop25_19"	"pop25_22"	"cont_code"	"party"	"pctwon"	"RUCC_2023"	"RUCC23_desc"
"18101"	750	86	"1"	20	-1	64	"Indiana"	"Martin County"	9811	9897	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.3	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"27093"	1363	86	"0"	-4	24	65	"Minnesota"	"Meeker County"	23404	23490	NA	NA	NA	NA	"6"	"REPUBLICAN"	69.2	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"30097"	1649	86	"2"	-75	2	160	"Montana"	"Sweet Grass County"	3677	3763	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.2	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"31137"	1725	86	"1"	-25	13	97	"Nebraska"	"Phelps County"	8971	9057	NA	NA	NA	NA	"6"	"REPUBLICAN"	83	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"51009"	2827	86	"0"	-544	68	537	"Virginia"	"Amherst County"	31310	31396	NA	NA	NA	NA	"3"	"REPUBLICAN"	64.9	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"31023"	1668	85	"1"	-18	1	107	"Nebraska"	"Butler County"	8374	8459	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"48447"	2749	85	"6"	-20	4	102	"Texas"	"Throckmorton County"	1441	1526	NA	NA	NA	NA	"6"	"REPUBLICAN"	90.2	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"48335"	2693	85	"1"	-104	30	152	"Texas"	"Mitchell County"	8990	9075	NA	NA	NA	NA	"6"	"REPUBLICAN"	84.1	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"18171"	785	84	"1"	-73	8	151	"Indiana"	"Warren County"	8434	8518	NA	NA	NA	NA	"6"	"REPUBLICAN"	76.1	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"29149"	1560	84	"1"	-245	3	323	"Missouri"	"Oregon County"	8636	8720	NA	NA	NA	NA	"6"	"REPUBLICAN"	81.2	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"40077"	2172	82	"1"	-176	3	241	"Oklahoma"	"Latimer County"	9444	9526	NA	NA	NA	NA	"6"	"REPUBLICAN"	80.9	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"51035"	2840	81	"0"	-812	59	826	"Virginia"	"Carroll County"	29158	29239	NA	NA	NA	NA	"6"	"REPUBLICAN"	80.9	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"21157"	1074	80	"0"	-581	-4	672	"Kentucky"	"Marshall County"	31664	31744	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.5	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"46091"	2409	80	"2"	42	19	20	"South Dakota"	"Marshall County"	4310	4390	NA	NA	NA	NA	"6"	"REPUBLICAN"	59.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"48065"	2558	79	"1"	-93	1	171	"Texas"	"Carson County"	5799	5878	NA	NA	NA	NA	"3"	"REPUBLICAN"	89	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"53023"	2967	79	"3"	-17	1	99	"Washington"	"Garfield County"	2284	2363	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"30045"	1623	77	"4"	1	1	75	"Montana"	"Judith Basin County"	2016	2093	NA	NA	NA	NA	"6"	"REPUBLICAN"	77.4	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"31033"	1673	77	"1"	-90	31	135	"Nebraska"	"Cheyenne County"	9464	9541	NA	NA	NA	NA	"6"	"REPUBLICAN"	80	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"32029"	1763	77	"2"	-85	0	165	"Nevada"	"Storey County"	4100	4177	NA	NA	NA	NA	"3"	"REPUBLICAN"	66.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"08079"	286	76	"9"	-9	0	92	"Colorado"	"Mineral County"	868	944	NA	NA	NA	NA	"6"	"REPUBLICAN"	56.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"37079"	1932	76	"0"	-159	52	170	"North Carolina"	"Greene County"	20454	20530	NA	NA	NA	NA	"6"	"REPUBLICAN"	55.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"37033"	1909	74	"0"	-558	9	620	"North Carolina"	"Caswell County"	22733	22807	NA	NA	NA	NA	"6"	"REPUBLICAN"	58.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"29123"	1547	72	"1"	-274	23	315	"Missouri"	"Madison County"	12626	12698	NA	NA	NA	NA	"6"	"REPUBLICAN"	80.8	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"40063"	2165	72	"1"	-216	-2	295	"Oklahoma"	"Hughes County"	13364	13436	NA	NA	NA	NA	"6"	"REPUBLICAN"	79.8	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"40023"	2145	72	"1"	-279	8	343	"Oklahoma"	"Choctaw County"	14204	14276	NA	NA	NA	NA	"6"	"REPUBLICAN"	80.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"13043"	410	71	"1"	-226	-2	298	"Georgia"	"Candler County"	10988	11059	NA	NA	NA	NA	"6"	"REPUBLICAN"	70.7	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"46015"	2371	71	"1"	39	22	6	"South Dakota"	"Brule County"	5240	5311	NA	NA	NA	NA	"6"	"REPUBLICAN"	70.3	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"31063"	1688	70	"3"	-36	0	110	"Nebraska"	"Frontier County"	2515	2585	NA	NA	NA	NA	"6"	"REPUBLICAN"	85.3	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"46045"	2386	70	"2"	23	12	35	"South Dakota"	"Edmunds County"	3987	4057	NA	NA	NA	NA	"5"	"REPUBLICAN"	77.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"46009"	2368	70	"1"	-105	8	164	"South Dakota"	"Bon Homme County"	6995	7065	NA	NA	NA	NA	"6"	"REPUBLICAN"	74.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"47033"	2447	70	"1"	-190	16	237	"Tennessee"	"Crockett County"	13912	13982	NA	NA	NA	NA	"4"	"REPUBLICAN"	76.4	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"18115"	757	69	"1"	-124	5	187	"Indiana"	"Ohio County"	5935	6004	NA	NA	NA	NA	"2"	"REPUBLICAN"	66.8	"1"	"Metro - Counties in metro areas of 1 million population or more"
"18093"	746	69	"0"	-695	41	707	"Indiana"	"Lawrence County"	45015	45084	NA	NA	NA	NA	"5"	"REPUBLICAN"	74.2	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"46111"	2420	68	"3"	6	13	50	"South Dakota"	"Sanborn County"	2331	2399	NA	NA	NA	NA	"6"	"REPUBLICAN"	76.4	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"13125"	451	67	"2"	-58	0	127	"Georgia"	"Glascock County"	2887	2954	NA	NA	NA	NA	"6"	"REPUBLICAN"	89.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"48081"	2566	67	"2"	-101	0	172	"Texas"	"Coke County"	3285	3352	NA	NA	NA	NA	"6"	"REPUBLICAN"	89.2	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"27051"	1342	65	"1"	-38	7	101	"Minnesota"	"Grant County"	6074	6139	NA	NA	NA	NA	"6"	"REPUBLICAN"	62.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"32011"	1755	65	"4"	-19	15	72	"Nevada"	"Eureka County"	1852	1917	NA	NA	NA	NA	"5"	"REPUBLICAN"	88	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"51157"	2897	65	"1"	-169	11	231	"Virginia"	"Rappahannock County"	7349	7414	NA	NA	NA	NA	"2"	"REPUBLICAN"	56.5	"1"	"Metro - Counties in metro areas of 1 million population or more"
"01133"	67	64	"0"	-566	43	587	"Alabama"	"Winston County"	23547	23611	NA	NA	NA	NA	"6"	"REPUBLICAN"	90.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"28155"	1481	64	"1"	-210	-1	273	"Mississippi"	"Webster County"	9924	9988	NA	NA	NA	NA	"6"	"REPUBLICAN"	79.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"45017"	2327	64	"0"	-385	0	442	"South Carolina"	"Calhoun County"	14122	14186	NA	NA	NA	NA	"3"	"REPUBLICAN"	51.9	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"22125"	1178	63	"0"	-190	9	251	"Louisiana"	"West Feliciana Parish"	15308	15371	NA	NA	NA	NA	"3"	"REPUBLICAN"	61.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"31159"	1736	63	"0"	-44	10	97	"Nebraska"	"Seward County"	17608	17671	NA	NA	NA	NA	"3"	"REPUBLICAN"	71	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"32005"	1752	63	"0"	-983	17	1080	"Nevada"	"Douglas County"	49482	49545	NA	NA	NA	NA	"5"	"REPUBLICAN"	63.4	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"08021"	257	62	"1"	-29	-2	98	"Colorado"	"Conejos County"	7459	7521	NA	NA	NA	NA	"6"	"REPUBLICAN"	52.8	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"46117"	2422	62	"2"	4	0	61	"South Dakota"	"Stanley County"	2981	3043	NA	NA	NA	NA	"5"	"REPUBLICAN"	72.8	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"28041"	1424	61	"0"	-44	0	109	"Mississippi"	"Greene County"	13540	13601	NA	NA	NA	NA	"6"	"REPUBLICAN"	82.5	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"19177"	880	60	"1"	15	2	40	"Iowa"	"Van Buren County"	7206	7266	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.7	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"19051"	817	60	"1"	199	60	-206	"Iowa"	"Davis County"	9109	9169	NA	NA	NA	NA	"5"	"REPUBLICAN"	74	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"46039"	2383	60	"1"	32	0	28	"South Dakota"	"Deuel County"	4294	4354	NA	NA	NA	NA	"6"	"REPUBLICAN"	72.3	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"20139"	960	59	"0"	-264	0	323	"Kansas"	"Osage County"	15765	15824	NA	NA	NA	NA	"4"	"REPUBLICAN"	71	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"30069"	1635	59	"12"	7	0	56	"Montana"	"Petroleum County"	495	554	NA	NA	NA	NA	"6"	"REPUBLICAN"	85.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"02066"	74	58	"2"	-7	-3	67	"Alaska"	"Copper River Census Area"	2616	2674	NA	NA	NA	NA	NA	NA	NA	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"19075"	829	58	"0"	-67	22	96	"Iowa"	"Grundy County"	12326	12384	NA	NA	NA	NA	"4"	"REPUBLICAN"	68	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"56009"	3126	58	"0"	-48	9	95	"Wyoming"	"Converse County"	13751	13809	NA	NA	NA	NA	"6"	"REPUBLICAN"	84.4	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"29081"	1526	57	"1"	-88	11	133	"Missouri"	"Harrison County"	8163	8220	NA	NA	NA	NA	"6"	"REPUBLICAN"	83.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"31093"	1703	57	"1"	-30	9	75	"Nebraska"	"Howard County"	6470	6527	NA	NA	NA	NA	"4"	"REPUBLICAN"	79.6	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"48003"	2527	56	"0"	408	179	-527	"Texas"	"Andrews County"	18608	18664	NA	NA	NA	NA	"5"	"REPUBLICAN"	84.3	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"49009"	2784	56	"6"	13	0	44	"Utah"	"Daggett County"	936	992	NA	NA	NA	NA	"6"	"REPUBLICAN"	80.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"19185"	884	55	"1"	7	0	46	"Iowa"	"Wayne County"	6502	6557	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.4	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"27169"	1401	55	"0"	-125	239	-95	"Minnesota"	"Winona County"	49666	49721	NA	NA	NA	NA	"5"	"DEMOCRATIC"	49.1	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"55099"	3100	55	"0"	-379	23	403	"Wisconsin"	"Price County"	14047	14102	NA	NA	NA	NA	"6"	"REPUBLICAN"	63.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"17009"	602	54	"1"	-29	2	87	"Illinois"	"Brown County"	6240	6294	NA	NA	NA	NA	"6"	"REPUBLICAN"	76.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"27149"	1391	54	"1"	104	88	-147	"Minnesota"	"Stevens County"	9674	9728	NA	NA	NA	NA	"6"	"REPUBLICAN"	59.9	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"38055"	2020	52	"1"	-66	7	108	"North Dakota"	"McLean County"	9780	9832	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"50025"	2821	51	"0"	-639	55	654	"Vermont"	"Windham County"	45915	45966	NA	NA	NA	NA	"6"	"DEMOCRATIC"	70.5	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"13265"	520	50	"3"	-56	0	106	"Georgia"	"Taliaferro County"	1559	1609	NA	NA	NA	NA	"6"	"DEMOCRATIC"	60.5	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"39001"	2046	50	"0"	-392	65	375	"Ohio"	"Adams County"	27471	27521	NA	NA	NA	NA	"6"	"REPUBLICAN"	81.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"31041"	1677	49	"0"	-36	0	91	"Nebraska"	"Custer County"	10532	10581	NA	NA	NA	NA	"6"	"REPUBLICAN"	84.9	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"46119"	2423	48	"3"	-2	25	26	"South Dakota"	"Sully County"	1446	1494	NA	NA	NA	NA	"5"	"REPUBLICAN"	78.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"19165"	874	46	"0"	-167	101	111	"Iowa"	"Shelby County"	11760	11806	NA	NA	NA	NA	"6"	"REPUBLICAN"	69.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"20011"	896	46	"0"	-55	-2	99	"Kansas"	"Bourbon County"	14362	14408	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.2	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"21187"	1089	46	"0"	-181	4	226	"Kentucky"	"Owen County"	11267	11313	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"28035"	1421	46	"0"	180	290	-453	"Mississippi"	"Forrest County"	78162	78208	11783	14339	47190	47309	"4"	"REPUBLICAN"	54.6	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"30075"	1638	46	"3"	-10	0	56	"Montana"	"Powder River County"	1697	1743	NA	NA	NA	NA	"6"	"REPUBLICAN"	85.4	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"26027"	1247	45	"0"	-565	21	577	"Michigan"	"Cass County"	51597	51642	NA	NA	NA	NA	"3"	"REPUBLICAN"	63.7	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"20041"	911	44	"0"	-290	2	333	"Kansas"	"Dickinson County"	18401	18445	NA	NA	NA	NA	"6"	"REPUBLICAN"	76.2	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"08103"	298	43	"1"	-35	21	56	"Colorado"	"Rio Blanco County"	6526	6569	NA	NA	NA	NA	"6"	"REPUBLICAN"	82.9	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"13239"	507	43	"2"	-72	0	113	"Georgia"	"Quitman County"	2237	2280	NA	NA	NA	NA	"6"	"REPUBLICAN"	54.6	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"55003"	3051	43	"0"	-155	14	177	"Wisconsin"	"Ashland County"	16036	16079	NA	NA	NA	NA	"6"	"DEMOCRATIC"	54.8	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"39019"	2055	42	"0"	-497	2	534	"Ohio"	"Carroll County"	26716	26758	NA	NA	NA	NA	"3"	"REPUBLICAN"	75.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"49019"	2789	42	"0"	51	46	-62	"Utah"	"Grand County"	9664	9706	NA	NA	NA	NA	"6"	"DEMOCRATIC"	54.1	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"53075"	2993	42	"0"	133	828	-879	"Washington"	"Whitman County"	47970	48012	NA	NA	NA	NA	"5"	"DEMOCRATIC"	52.9	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"56017"	3130	42	"1"	-162	0	198	"Wyoming"	"Hot Springs County"	4619	4661	NA	NA	NA	NA	"6"	"REPUBLICAN"	77.2	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"02013"	68	40	"1"	6	190	-161	"Alaska"	"Aleutians East Borough"	3421	3461	NA	NA	NA	NA	"6"	"REPUBLICAN"	60.3	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"37193"	1989	40	"0"	-1121	128	1005	"North Carolina"	"Wilkes County"	65973	66013	8276	6967	49347	47735	"5"	"REPUBLICAN"	77.8	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"05109"	167	39	"0"	-172	4	210	"Arkansas"	"Pike County"	10169	10208	NA	NA	NA	NA	"6"	"REPUBLICAN"	82.9	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"18123"	761	39	"0"	-222	51	216	"Indiana"	"Perry County"	19170	19209	NA	NA	NA	NA	"6"	"REPUBLICAN"	61.3	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"30033"	1617	39	"3"	1	0	41	"Montana"	"Garfield County"	1172	1211	NA	NA	NA	NA	"6"	"REPUBLICAN"	94	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"31031"	1672	39	"1"	32	0	7	"Nebraska"	"Cherry County"	5453	5492	NA	NA	NA	NA	"6"	"REPUBLICAN"	87.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"08121"	307	38	"1"	-59	13	84	"Colorado"	"Washington County"	4817	4855	NA	NA	NA	NA	"6"	"REPUBLICAN"	86.3	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"17147"	671	38	"0"	-130	2	163	"Illinois"	"Piatt County"	16676	16714	NA	NA	NA	NA	"4"	"REPUBLICAN"	63.6	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"27031"	1332	38	"1"	-59	39	61	"Minnesota"	"Cook County"	5601	5639	NA	NA	NA	NA	"6"	"DEMOCRATIC"	65.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"31119"	1716	38	"0"	316	73	-335	"Nebraska"	"Madison County"	35589	35627	NA	NA	NA	NA	"5"	"REPUBLICAN"	75.7	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"18175"	787	37	"0"	-196	30	203	"Indiana"	"Washington County"	28168	28205	NA	NA	NA	NA	"2"	"REPUBLICAN"	75.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"48235"	2643	37	"2"	-12	0	49	"Texas"	"Irion County"	1512	1549	NA	NA	NA	NA	"4"	"REPUBLICAN"	85.4	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"29137"	1554	36	"0"	-108	16	132	"Missouri"	"Monroe County"	8662	8698	NA	NA	NA	NA	"6"	"REPUBLICAN"	77.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"31103"	1708	36	"5"	3	0	36	"Nebraska"	"Keya Paha County"	769	805	NA	NA	NA	NA	"6"	"REPUBLICAN"	90	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"32015"	1757	36	"1"	-33	-1	68	"Nevada"	"Lander County"	5733	5769	NA	NA	NA	NA	"6"	"REPUBLICAN"	79.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"39039"	2065	36	"0"	-244	203	72	"Ohio"	"Defiance County"	38279	38315	NA	NA	NA	NA	"5"	"REPUBLICAN"	67.3	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"51181"	2909	35	"1"	-104	-2	138	"Virginia"	"Surry County"	6558	6593	NA	NA	NA	NA	"6"	"DEMOCRATIC"	53.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"31049"	1681	34	"2"	-19	0	51	"Nebraska"	"Deuel County"	1837	1871	NA	NA	NA	NA	"6"	"REPUBLICAN"	84.4	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"46003"	2365	34	"1"	-19	16	35	"South Dakota"	"Aurora County"	2748	2782	NA	NA	NA	NA	"6"	"REPUBLICAN"	74.9	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"08011"	251	33	"1"	-130	0	188	"Colorado"	"Bent County"	5648	5681	NA	NA	NA	NA	"6"	"REPUBLICAN"	66.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"19169"	876	33	"0"	650	1453	-2338	"Iowa"	"Story County"	98533	98566	28228	30922	54858	52180	"4"	"DEMOCRATIC"	57.2	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"08081"	287	32	"0"	4	-4	36	"Colorado"	"Moffat County"	13295	13327	NA	NA	NA	NA	"5"	"REPUBLICAN"	80.7	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"20167"	974	32	"0"	-116	9	139	"Kansas"	"Russell County"	6691	6723	NA	NA	NA	NA	"6"	"REPUBLICAN"	80.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"51139"	2889	32	"0"	-444	51	422	"Virginia"	"Page County"	23709	23741	NA	NA	NA	NA	"6"	"REPUBLICAN"	74.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"19173"	878	31	"1"	-65	51	46	"Iowa"	"Taylor County"	5893	5924	NA	NA	NA	NA	"6"	"REPUBLICAN"	76	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"41057"	2239	31	"0"	-570	0	645	"Oregon"	"Tillamook County"	27386	27417	NA	NA	NA	NA	"6"	"REPUBLICAN"	49.5	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"56043"	3143	31	"0"	-119	-2	158	"Wyoming"	"Washakie County"	7679	7710	NA	NA	NA	NA	"6"	"REPUBLICAN"	80.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"02195"	90	30	"1"	3	62	-31	"Alaska"	"Petersburg Borough"	3397	3427	NA	NA	NA	NA	"6"	NA	NA	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"31077"	1695	30	"1"	-3	0	36	"Nebraska"	"Greeley County"	2189	2219	NA	NA	NA	NA	"6"	"REPUBLICAN"	80.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"41021"	2221	30	"2"	-39	-2	71	"Oregon"	"Gilliam County"	1996	2026	NA	NA	NA	NA	"6"	"REPUBLICAN"	70.8	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"30071"	1636	29	"1"	-46	1	76	"Montana"	"Phillips County"	4220	4249	NA	NA	NA	NA	"6"	"REPUBLICAN"	81.3	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"37003"	1894	29	"0"	-612	-4	625	"North Carolina"	"Alexander County"	36444	36473	NA	NA	NA	NA	"3"	"REPUBLICAN"	78.5	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"48173"	2612	28	"3"	6	7	17	"Texas"	"Glasscock County"	1113	1141	NA	NA	NA	NA	"5"	"REPUBLICAN"	93.6	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
